id,Store,Date,Temperature,Fuel_Price,Promotion1,Promotion2,Promotion3,Promotion4,Promotion5,Unemployment,IsHoliday,Weekly_Sales
279,3,05/02/2010,45.71,2.572,,,,,,7.368,False,461622.22
280,3,12/02/2010,47.93,2.548,,,,,,7.368,True,420728.96
281,3,19/02/2010,47.07,2.514,,,,,,7.368,False,421642.19
282,3,26/02/2010,52.05,2.561,,,,,,7.368,False,407204.86
283,3,05/03/2010,53.04,2.625,,,,,,7.368,False,415202.04
284,3,12/03/2010,63.08,2.667,,,,,,7.368,False,384200.69
285,3,19/03/2010,60.42,2.72,,,,,,7.368,False,375328.59
286,3,26/03/2010,57.06,2.732,,,,,,7.368,False,359949.27
287,3,02/04/2010,65.56,2.719,,,,,,7.343,False,423294.4
288,3,09/04/2010,68.0,2.77,,,,,,7.343,False,415870.28
289,3,16/04/2010,66.98,2.808,,,,,,7.343,False,354993.26
290,3,23/04/2010,67.87,2.795,,,,,,7.343,False,339976.65
291,3,30/04/2010,70.24,2.78,,,,,,7.343,False,361248.39
292,3,07/05/2010,73.47,2.835,,,,,,7.343,False,399323.86
293,3,14/05/2010,77.18,2.854,,,,,,7.343,False,384357.94
294,3,21/05/2010,75.81,2.826,,,,,,7.343,False,343763.17
295,3,28/05/2010,78.6,2.759,,,,,,7.343,False,350089.23
296,3,04/06/2010,78.53,2.705,,,,,,7.343,False,396968.8
297,3,11/06/2010,82.1,2.668,,,,,,7.343,False,355017.09
298,3,18/06/2010,83.52,2.637,,,,,,7.343,False,364076.85
299,3,25/06/2010,83.79,2.653,,,,,,7.343,False,357346.48
300,3,02/07/2010,82.2,2.669,,,,,,7.346,False,381151.72
301,3,09/07/2010,81.75,2.642,,,,,,7.346,False,349214.18
302,3,16/07/2010,84.32,2.623,,,,,,7.346,False,352728.78
303,3,23/07/2010,83.32,2.608,,,,,,7.346,False,352864.49
304,3,30/07/2010,82.04,2.64,,,,,,7.346,False,347955.05
305,3,06/08/2010,85.13,2.627,,,,,,7.346,False,402635.76
306,3,13/08/2010,86.74,2.692,,,,,,7.346,False,339597.38
307,3,20/08/2010,88.02,2.664,,,,,,7.346,False,351728.21
308,3,27/08/2010,86.15,2.619,,,,,,7.346,False,362134.09
309,3,03/09/2010,84.16,2.577,,,,,,7.346,False,366473.97
310,3,10/09/2010,80.84,2.565,,,,,,7.346,True,352260.97
311,3,17/09/2010,82.36,2.582,,,,,,7.346,False,363064.64
312,3,24/09/2010,76.9,2.624,,,,,,7.346,False,355626.87
313,3,01/10/2010,73.6,2.603,,,,,,7.564,False,358784.1
314,3,08/10/2010,66.99,2.633,,,,,,7.564,False,395107.35
315,3,15/10/2010,69.71,2.72,,,,,,7.564,False,345584.39
316,3,22/10/2010,71.64,2.725,,,,,,7.564,False,348895.98
317,3,29/10/2010,72.04,2.716,,,,,,7.564,False,348591.74
318,3,05/11/2010,62.94,2.689,,,,,,7.564,False,423175.56
319,3,12/11/2010,62.79,2.728,,,,,,7.564,False,386635.03
320,3,19/11/2010,57.72,2.771,,,,,,7.564,False,372545.32
