id,Store,Date,Temperature,Fuel_Price,Promotion1,Promotion2,Promotion3,Promotion4,Promotion5,Unemployment,IsHoliday,Weekly_Sales
1,1,05/02/2010,42.31,2.572,,,,,,8.106,False,1643690.9
2,1,12/02/2010,38.51,2.548,,,,,,8.106,True,1641957.44
3,1,19/02/2010,39.93,2.514,,,,,,8.106,False,1611968.17
4,1,26/02/2010,46.63,2.561,,,,,,8.106,False,1409727.59
5,1,05/03/2010,46.5,2.625,,,,,,8.106,False,1554806.68
6,1,12/03/2010,57.79,2.667,,,,,,8.106,False,1439541.59
7,1,19/03/2010,54.58,2.72,,,,,,8.106,False,1472515.79
8,1,26/03/2010,51.45,2.732,,,,,,8.106,False,1404429.92
9,1,02/04/2010,62.27,2.719,,,,,,7.808,False,1594968.28
10,1,09/04/2010,65.86,2.77,,,,,,7.808,False,1545418.53
11,1,16/04/2010,66.32,2.808,,,,,,7.808,False,1466058.28
12,1,23/04/2010,64.84,2.795,,,,,,7.808,False,1391256.12
13,1,30/04/2010,67.41,2.78,,,,,,7.808,False,1425100.71
14,1,07/05/2010,72.55,2.835,,,,,,7.808,False,1603955.12
15,1,14/05/2010,74.78,2.854,,,,,,7.808,False,1494251.5
16,1,21/05/2010,76.44,2.826,,,,,,7.808,False,1399662.07
17,1,28/05/2010,80.44,2.759,,,,,,7.808,False,1432069.95
18,1,04/06/2010,80.69,2.705,,,,,,7.808,False,1615524.71
19,1,11/06/2010,80.43,2.668,,,,,,7.808,False,1542561.09
20,1,18/06/2010,84.11,2.637,,,,,,7.808,False,1503284.06
21,1,25/06/2010,84.34,2.653,,,,,,7.808,False,1422711.6
22,1,02/07/2010,80.91,2.669,,,,,,7.787,False,1492418.14
23,1,09/07/2010,80.48,2.642,,,,,,7.787,False,1546074.18
24,1,16/07/2010,83.15,2.623,,,,,,7.787,False,1448938.92
25,1,23/07/2010,83.36,2.608,,,,,,7.787,False,1385065.2
26,1,30/07/2010,81.84,2.64,,,,,,7.787,False,1371986.6
27,1,06/08/2010,87.16,2.627,,,,,,7.787,False,1605491.78
28,1,13/08/2010,87.0,2.692,,,,,,7.787,False,1508237.76
29,1,20/08/2010,86.65,2.664,,,,,,7.787,False,1513080.49
30,1,27/08/2010,85.22,2.619,,,,,,7.787,False,1449142.92
31,1,03/09/2010,81.21,2.577,,,,,,7.787,False,1540163.53
32,1,10/09/2010,78.69,2.565,,,,,,7.787,True,1507460.69
33,1,17/09/2010,82.11,2.582,,,,,,7.787,False,1430378.67
34,1,24/09/2010,80.94,2.624,,,,,,7.787,False,1351791.03
35,1,01/10/2010,71.89,2.603,,,,,,7.838,False,1453329.5
36,1,08/10/2010,63.93,2.633,,,,,,7.838,False,1508239.93
37,1,15/10/2010,67.18,2.72,,,,,,7.838,False,1459409.1
38,1,22/10/2010,69.86,2.725,,,,,,7.838,False,1345454.0
39,1,29/10/2010,69.64,2.716,,,,,,7.838,False,1384209.22
40,1,05/11/2010,58.74,2.689,,,,,,7.838,False,1551659.28
41,1,12/11/2010,59.61,2.728,,,,,,7.838,False,1494479.49
42,1,19/11/2010,51.41,2.771,,,,,,7.838,False,1483784.18
43,1,26/11/2010,64.52,2.735,,,,,,7.838,True,1955624.11
44,1,03/12/2010,49.27,2.708,,,,,,7.838,False,1548033.78
45,1,10/12/2010,46.33,2.843,,,,,,7.838,False,1682614.26
46,1,17/12/2010,49.84,2.869,,,,,,7.838,False,1891034.93
47,1,24/12/2010,52.33,2.886,,,,,,7.838,False,2387950.2
48,1,31/12/2010,48.43,2.943,,,,,,7.838,True,1367320.01
49,1,07/01/2011,48.27,2.976,,,,,,7.742,False,1444732.28
50,1,14/01/2011,35.4,2.983,,,,,,7.742,False,1391013.96
51,1,21/01/2011,44.04,3.016,,,,,,7.742,False,1327405.42
52,1,28/01/2011,43.83,3.01,,,,,,7.742,False,1316899.31
53,1,04/02/2011,42.27,2.989,,,,,,7.742,False,1606629.58
54,1,11/02/2011,36.39,3.022,,,,,,7.742,True,1649614.93
55,1,18/02/2011,57.36,3.045,,,,,,7.742,False,1686842.78
56,1,25/02/2011,62.9,3.065,,,,,,7.742,False,1456800.28
57,1,04/03/2011,59.58,3.288,,,,,,7.742,False,1636263.41
58,1,11/03/2011,53.56,3.459,,,,,,7.742,False,1553191.63
59,1,18/03/2011,62.76,3.488,,,,,,7.742,False,1576818.06
60,1,25/03/2011,69.97,3.473,,,,,,7.742,False,1541102.38
61,1,01/04/2011,59.17,3.524,,,,,,7.682,False,1495064.75
62,1,08/04/2011,67.84,3.622,,,,,,7.682,False,1614259.35
63,1,15/04/2011,71.27,3.743,,,,,,7.682,False,1559889.0
64,1,22/04/2011,72.99,3.807,,,,,,7.682,False,1564819.81
65,1,29/04/2011,72.03,3.81,,,,,,7.682,False,1455090.69
66,1,06/05/2011,64.61,3.906,,,,,,7.682,False,1629391.28
67,1,13/05/2011,75.64,3.899,,,,,,7.682,False,1604775.58
68,1,20/05/2011,67.63,3.907,,,,,,7.682,False,1428218.27
69,1,27/05/2011,77.72,3.786,,,,,,7.682,False,1466046.67
70,1,03/06/2011,83.0,3.699,,,,,,7.682,False,1635078.41
71,1,10/06/2011,83.13,3.648,,,,,,7.682,False,1588948.32
72,1,17/06/2011,86.41,3.637,,,,,,7.682,False,1532114.86
73,1,24/06/2011,83.58,3.594,,,,,,7.682,False,1438830.15
74,1,01/07/2011,85.55,3.524,,,,,,7.962,False,1488538.09
75,1,08/07/2011,85.83,3.48,,,,,,7.962,False,1534849.64
76,1,15/07/2011,88.54,3.575,,,,,,7.962,False,1455119.97
77,1,22/07/2011,85.77,3.651,,,,,,7.962,False,1396926.82
78,1,29/07/2011,86.83,3.682,,,,,,7.962,False,1352219.79
79,1,05/08/2011,91.65,3.684,,,,,,7.962,False,1624383.75
80,1,12/08/2011,90.76,3.638,,,,,,7.962,False,1525147.09
81,1,19/08/2011,89.94,3.554,,,,,,7.962,False,1530761.43
82,1,26/08/2011,87.96,3.523,,,,,,7.962,False,1464693.46
83,1,02/09/2011,87.83,3.533,,,,,,7.962,False,1550229.22
84,1,09/09/2011,76.0,3.546,,,,,,7.962,True,1540471.24
85,1,16/09/2011,79.94,3.526,,,,,,7.962,False,1514259.78
86,1,23/09/2011,75.8,3.467,,,,,,7.962,False,1380020.27
87,1,30/09/2011,79.69,3.355,,,,,,7.962,False,1394561.83
88,1,07/10/2011,69.31,3.285,,,,,,7.866,False,1630989.95
89,1,14/10/2011,71.74,3.274,,,,,,7.866,False,1493525.93
90,1,21/10/2011,63.71,3.353,,,,,,7.866,False,1502562.78
91,1,28/10/2011,66.57,3.372,,,,,,7.866,False,1445249.09
92,1,04/11/2011,54.98,3.332,,,,,,7.866,False,1697229.58
93,1,11/11/2011,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,7.866,False,1594938.89
94,1,18/11/2011,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,7.866,False,1539483.7
95,1,25/11/2011,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,7.866,True,2033320.66
96,1,02/12/2011,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,7.866,False,1584083.95
97,1,09/12/2011,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,7.866,False,1799682.38
98,1,16/12/2011,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,7.866,False,1881176.67
99,1,23/12/2011,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,7.866,False,2270188.99
100,1,30/12/2011,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,7.866,True,1497462.72
101,1,06/01/2012,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,7.348,False,1550369.92
102,1,13/01/2012,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,7.348,False,1459601.17
103,1,20/01/2012,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,7.348,False,1394393.84
104,1,27/01/2012,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,7.348,False,1319325.59
105,1,03/02/2012,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,7.348,False,1636339.65
106,1,10/02/2012,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,7.348,True,1802477.43
107,1,17/02/2012,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,7.348,False,1819870.0
108,1,24/02/2012,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,7.348,False,1539387.83
109,1,02/03/2012,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,7.348,False,1688420.76
110,1,09/03/2012,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,7.348,False,1675431.16
111,1,16/03/2012,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,7.348,False,1677472.78
112,1,23/03/2012,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,7.348,False,1511068.07
113,1,30/03/2012,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,7.348,False,1649604.63
114,1,06/04/2012,70.43,3.891,10121.97,,77.98,3750.59,4510.72,7.143,False,1899676.88
115,1,13/04/2012,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,7.143,False,1621031.7
116,1,20/04/2012,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,7.143,False,1521577.87
117,1,27/04/2012,67.23,3.814,3221.25,,35.49,577.14,6222.25,7.143,False,1468928.37
118,1,04/05/2012,75.55,3.749,21290.13,,69.89,4977.35,3261.04,7.143,False,1684519.99
119,1,11/05/2012,73.77,3.688,8351.4,,10.52,2443.14,3127.88,7.143,False,1611096.05
120,1,18/05/2012,70.33,3.63,6154.14,,45.11,1675.49,5508.18,7.143,False,1595901.87
121,1,25/05/2012,77.22,3.561,4039.39,,745.19,1429.96,3631.13,7.143,False,1555444.55
122,1,01/06/2012,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,7.143,False,1624477.58
123,1,08/06/2012,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,7.143,False,1697230.96
124,1,15/06/2012,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,7.143,False,1630607.0
125,1,22/06/2012,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,7.143,False,1527845.81
126,1,29/06/2012,84.88,3.286,3965.73,161.6,,435.99,4212.97,7.143,False,1540421.49
127,1,06/07/2012,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,6.908,False,1769854.16
128,1,13/07/2012,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,6.908,False,1527014.04
129,1,20/07/2012,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,6.908,False,1497954.76
130,1,27/07/2012,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,6.908,False,1439123.71
131,1,03/08/2012,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,6.908,False,1631135.79
132,1,10/08/2012,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,6.908,False,1592409.97
133,1,17/08/2012,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,6.908,False,1597868.05
134,1,24/08/2012,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,6.908,False,1494122.38
135,1,31/08/2012,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,6.908,False,1582083.4
136,1,07/09/2012,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,6.908,True,1661767.33
137,1,14/09/2012,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,6.908,False,1517428.87
138,1,21/09/2012,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,6.908,False,1506126.06
139,1,28/09/2012,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,6.908,False,1437059.26
140,2,05/02/2010,40.19,2.572,,,,,,8.324,False,2136989.46
141,2,12/02/2010,38.49,2.548,,,,,,8.324,True,2137809.5
142,2,19/02/2010,39.69,2.514,,,,,,8.324,False,2124451.54
143,2,26/02/2010,46.1,2.561,,,,,,8.324,False,1865097.27
144,2,05/03/2010,47.17,2.625,,,,,,8.324,False,1991013.13
145,2,12/03/2010,57.56,2.667,,,,,,8.324,False,1990483.78
